id,num_sold
230380,336
230381,2065
230382,1730
230383,1005
230384,1211
230385,91
230386,871
230387,665
230388,251
230389,399
230390,216
230391,1406
230392,1151
230393,666
230394,882
230395,241
230396,1611
230397,1300
230398,819
230399,974
230400,597
230401,734
230402,521
230403,235
230404,343
230405,213
230406,1195
230407,966
230408,553
230409,787
230410,227
230411,1337
230412,1088
230413,734
230414,877
230415,73
230416,704
230417,475
230418,220
230419,303
230420,176
230421,1163
230422,945
230423,514
230424,753
230425,208
230426,1314
230427,1063
230428,697
230429,854
230430,65
230431,423
230432,323
230433,176
230434,223
230435,140
230436,914
230437,785
230438,351
230439,476
230440,158
230441,1010
230442,879
230443,424
230444,666
230445,598
230446,18
230447,13
230448,7
230449,8
230450,6
230451,36
230452,27
230453,15
230454,19
230455,6
230456,41
230457,33
230458,18
230459,23
230460,163
230461,1020
230462,874
230463,406
230464,639
230465,281
230466,1849
230467,1457
230468,918
230469,1041
230470,336
230471,2053
230472,1719
230473,1003
230474,1195
230475,89
230476,870
230477,641
230478,249
230479,386
230480,216
230481,1392
230482,1143
230483,670
230484,880
230485,240
230486,1600
230487,1288
230488,825
230489,969
230490,598
230491,726
230492,520
230493,233
230494,340
230495,213
230496,1212
230497,982
230498,544
230499,789
230500,227
230501,1341
230502,1101
230503,730
230504,884
230505,73
230506,707
230507,476
230508,212
230509,295
230510,176
230511,1178
230512,951
230513,513
230514,762
230515,207
230516,1320
230517,1073
230518,702
230519,859
230520,65
230521,422
230522,320
230523,172
230524,218
230525,139
230526,910
230527,793
230528,341
230529,484
230530,155
230531,1009
230532,879
230533,418
230534,668
230535,597
230536,18
230537,13
230538,6
230539,8
230540,6
230541,36
230542,28
230543,15
230544,19
230545,6
230546,41
230547,34
230548,18
230549,23
230550,163
230551,1031
230552,889
230553,399
230554,628
230555,286
230556,1843
230557,1461
230558,920
230559,1046
230560,340
230561,2044
230562,1707
230563,1012
230564,1197
230565,90
230566,872
230567,650
230568,244
230569,368
230570,216
230571,1395
230572,1160
230573,667
230574,884
230575,240
230576,1599
230577,1292
230578,833
230579,981
230580,598
230581,781
230582,567
230583,239
230584,370
230585,221
230586,1257
230587,1027
230588,608
230589,829
230590,235
230591,1374
230592,1155
230593,780
230594,916
230595,75
230596,759
230597,527
230598,227
230599,320
230600,187
230601,1228
230602,997
230603,564
230604,804
230605,218
230606,1351
230607,1118
230608,762
230609,892
230610,65
230611,468
230612,337
230613,182
230614,226
230615,141
230616,936
230617,823
230618,365
230619,558
230620,161
230621,1041
230622,904
230623,499
230624,742
230625,596
230626,18
230627,14
230628,7
230629,8
230630,6
230631,38
230632,30
230633,15
230634,19
230635,6
230636,42
230637,35
230638,19
230639,24
230640,175
230641,1074
230642,931
230643,425
230644,683
230645,303
230646,1892
230647,1523
230648,955
230649,1080
230650,367
230651,2092
230652,1757
230653,1050
230654,1235
230655,95
230656,903
230657,713
230658,259
230659,404
230660,227
230661,1447
230662,1202
230663,719
230664,907
230665,251
230666,1649
230667,1325
230668,865
230669,1020
230670,599
230671,869
230672,656
230673,248
230674,416
230675,223
230676,1314
230677,1068
230678,693
230679,870
230680,238
230681,1475
230682,1241
230683,829
230684,946
230685,83
230686,836
230687,615
230688,234
230689,350
230690,199
230691,1295
230692,1035
230693,654
230694,844
230695,231
230696,1439
230697,1199
230698,805
230699,919
230700,67
230701,526
230702,368
230703,193
230704,238
230705,151
230706,1002
230707,851
230708,411
230709,641
230710,181
230711,1127
230712,935
230713,560
230714,786
230715,596
230716,20
230717,16
230718,7
230719,9
230720,6
230721,41
230722,33
230723,18
230724,23
230725,6
230726,44
230727,39
230728,22
230729,27
230730,180
230731,1115
230732,941
230733,490
230734,730
230735,314
230736,2019
230737,1687
230738,983
230739,1155
230740,408
230741,2231
230742,1921
230743,1102
230744,1333
230745,103
230746,957
230747,792
230748,302
230749,449
230750,236
230751,1542
230752,1266
230753,788
230754,945
230755,279
230756,1778
230757,1409
230758,900
230759,1093
230760,600
230761,913
230762,755
230763,277
230764,474
230765,233
230766,1364
230767,1132
230768,776
230769,909
230770,248
230771,1571
230772,1305
230773,870
230774,990
230775,91
230776,878
230777,700
230778,252
230779,393
230780,213
230781,1344
230782,1102
230783,749
230784,873
230785,239
230786,1544
230787,1270
230788,846
230789,950
230790,69
230791,617
230792,414
230793,210
230794,249
230795,162
230796,1049
230797,894
230798,474
230799,725
230800,190
230801,1207
230802,979
230803,648
230804,832
230805,597
230806,24
230807,17
230808,7
230809,10
230810,6
230811,42
230812,35
230813,20
230814,25
230815,6
230816,45
230817,40
230818,24
230819,29
230820,192
230821,1186
230822,991
230823,562
230824,764
230825,342
230826,2103
230827,1779
230828,1037
230829,1229
230830,459
230831,2332
230832,2005
230833,1163
230834,1413
230835,109
230836,1002
230837,845
230838,352
230839,494
230840,246
230841,1645
230842,1326
230843,840
230844,1007
230845,318
230846,1880
230847,1509
230848,958
230849,1151
230850,596
230851,731
230852,534
230853,237
230854,360
230855,217
230856,1195
230857,987
230858,555
230859,805
230860,232
230861,1338
230862,1099
230863,732
230864,888
230865,74
230866,697
230867,494
230868,220
230869,311
230870,178
230871,1165
230872,960
230873,524
230874,773
230875,210
230876,1316
230877,1076
230878,704
230879,865
230880,65
230881,429
230882,328
230883,175
230884,223
230885,139
230886,926
230887,792
230888,340
230889,482
230890,157
230891,1016
230892,878
230893,431
230894,691
230895,598
230896,18
230897,14
230898,6
230899,8
230900,6
230901,37
230902,29
230903,15
230904,20
230905,6
230906,42
230907,34
230908,19
230909,25
230910,165
230911,1032
230912,891
230913,407
230914,656
230915,287
230916,1833
230917,1450
230918,917
230919,1049
230920,343
230921,2068
230922,1711
230923,1012
230924,1212
230925,90
230926,860
230927,665
230928,253
230929,405
230930,216
230931,1391
230932,1146
230933,670
230934,884
230935,245
230936,1596
230937,1292
230938,820
230939,977
230940,597
230941,729
230942,523
230943,236
230944,345
230945,214
230946,1192
230947,972
230948,547
230949,794
230950,228
230951,1342
230952,1093
230953,728
230954,881
230955,74
230956,688
230957,480
230958,220
230959,298
230960,176
230961,1163
230962,949
230963,513
230964,759
230965,206
230966,1320
230967,1070
230968,695
230969,857
230970,65
230971,421
230972,327
230973,177
230974,222
230975,140
230976,923
230977,778
230978,346
230979,476
230980,155
230981,1014
230982,877
230983,424
230984,670
230985,598
230986,18
230987,14
230988,7
230989,8
230990,6
230991,36
230992,27
230993,15
230994,20
230995,6
230996,41
230997,33
230998,19
230999,24
231000,164
231001,1032
231002,877
231003,404
231004,647
231005,279
231006,1848
231007,1463
231008,917
231009,1045
231010,330
231011,2061
231012,1724
231013,1002
231014,1204
231015,90
231016,865
231017,654
231018,248
231019,393
231020,213
231021,1400
231022,1143
231023,657
231024,879
231025,239
231026,1605
231027,1295
231028,814
231029,971
231030,597
231031,722
231032,513
231033,234
231034,337
231035,213
231036,1188
231037,960
231038,543
231039,779
231040,225
231041,1334
231042,1083
231043,719
231044,875
231045,73
231046,692
231047,469
231048,217
231049,294
231050,174
231051,1158
231052,941
231053,505
231054,748
231055,205
231056,1312
231057,1059
231058,682
231059,851
231060,65
231061,416
231062,319
231063,174
231064,220
231065,140
231066,909
231067,777
231068,346
231069,470
231070,156
231071,1007
231072,874
231073,414
231074,652
231075,598
231076,18
231077,13
231078,7
231079,8
231080,6
231081,36
231082,27
231083,15
231084,19
231085,6
231086,41
231087,33
231088,18
231089,23
231090,162
231091,1018
231092,870
231093,401
231094,631
231095,279
231096,1844
231097,1450
231098,916
231099,1037
231100,331
231101,2049
231102,1712
231103,1000
231104,1189
231105,88
231106,865
231107,629
231108,246
231109,378
231110,213
231111,1386
231112,1136
231113,657
231114,877
231115,239
231116,1595
231117,1284
231118,819
231119,965
231120,597
231121,715
231122,512
231123,233
231124,335
231125,212
231126,1206
231127,977
231128,536
231129,783
231130,226
231131,1338
231132,1096
231133,715
231134,881
231135,73
231136,694
231137,466
231138,210
231139,291
231140,174
231141,1173
231142,947
231143,506
231144,759
231145,204
231146,1318
231147,1069
231148,689
231149,857
231150,65
231151,414
231152,316
231153,171
231154,215
231155,138
231156,906
231157,787
231158,337
231159,476
231160,154
231161,1005
231162,874
231163,411
231164,656
231165,597
231166,18
231167,13
231168,6
231169,7
231170,6
231171,36
231172,28
231173,15
231174,18
231175,6
231176,41
231177,34
231178,18
231179,23
231180,161
231181,1028
231182,884
231183,394
231184,618
231185,284
231186,1838
231187,1454
231188,917
231189,1042
231190,335
231191,2041
231192,1701
231193,1009
231194,1191
231195,89
231196,865
231197,641
231198,242
231199,361
231200,213
231201,1388
231202,1154
231203,654
231204,882
231205,238
231206,1594
231207,1289
231208,828
231209,977
231210,598
231211,773
231212,559
231213,238
231214,364
231215,220
231216,1253
231217,1023
231218,601
231219,825
231220,234
231221,1371
231222,1149
231223,772
231224,914
231225,75
231226,750
231227,519
231228,225
231229,315
231230,186
231231,1225
231232,994
231233,558
231234,799
231235,216
231236,1348
231237,1113
231238,756
231239,890
231240,65
231241,463
231242,334
231243,181
231244,223
231245,140
231246,931
231247,818
231248,362
231249,547
231250,159
231251,1037
231252,900
231253,492
231254,736
231255,596
231256,18
231257,13
231258,7
231259,8
231260,6
231261,37
231262,30
231263,15
231264,19
231265,6
231266,42
231267,35
231268,19
231269,24
231270,173
231271,1070
231272,928
231273,421
231274,676
231275,301
231276,1887
231277,1515
231278,952
231279,1076
231280,363
231281,2088
231282,1751
231283,1047
231284,1230
231285,94
231286,898
231287,703
231288,257
231289,399
231290,226
231291,1442
231292,1200
231293,710
231294,905
231295,249
231296,1643
231297,1321
231298,860
231299,1016
231300,599
231301,864
231302,646
231303,246
231304,408
231305,222
231306,1312
231307,1062
231308,684
231309,868
231310,237
231311,1471
231312,1236
231313,825
231314,944
231315,82
231316,833
231317,604
231318,232
231319,343
231320,196
231321,1293
231322,1029
231323,644
231324,842
231325,229
231326,1435
231327,1192
231328,799
231329,917
231330,67
231331,516
231332,363
231333,190
231334,235
231335,150
231336,996
231337,846
231338,404
231339,628
231340,178
231341,1123
231342,931
231343,552
231344,783
231345,596
231346,20
231347,16
231348,7
231349,9
231350,6
231351,41
231352,33
231353,18
231354,23
231355,6
231356,44
231357,39
231358,22
231359,27
231360,177
231361,1110
231362,938
231363,480
231364,726
231365,311
231366,2016
231367,1680
231368,980
231369,1150
231370,402
231371,2228
231372,1916
231373,1099
231374,1327
231375,102
231376,955
231377,786
231378,292
231379,441
231380,234
231381,1536
231382,1263
231383,782
231384,943
231385,268
231386,1774
231387,1403
231388,895
231389,1088
231390,599
231391,910
231392,749
231393,270
231394,466
231395,231
231396,1361
231397,1127
231398,770
231399,906
231400,245
231401,1566
231402,1302
231403,868
231404,987
231405,90
231406,876
231407,694
231408,248
231409,386
231410,210
231411,1342
231412,1098
231413,742
231414,871
231415,237
231416,1539
231417,1268
231418,845
231419,948
231420,68
231421,607
231422,406
231423,208
231424,247
231425,159
231426,1045
231427,890
231428,465
231429,717
231430,188
231431,1204
231432,975
231433,639
231434,831
231435,597
231436,24
231437,17
231438,7
231439,10
231440,6
231441,42
231442,35
231443,19
231444,25
231445,6
231446,45
231447,40
231448,24
231449,29
231450,191
231451,1181
231452,987
231453,553
231454,763
231455,336
231456,2099
231457,1773
231458,1035
231459,1223
231460,452
231461,2329
231462,2001
231463,1160
231464,1406
231465,108
231466,999
231467,842
231468,343
231469,486
231470,244
231471,1641
231472,1321
231473,837
231474,1004
231475,311
231476,1876
231477,1503
231478,954
231479,1147
231480,596
231481,718
231482,524
231483,236
231484,354
231485,216
231486,1189
231487,982
231488,545
231489,799
231490,231
231491,1334
231492,1095
231493,722
231494,884
231495,74
231496,686
231497,485
231498,218
231499,306
231500,175
231501,1159
231502,957
231503,517
231504,765
231505,207
231506,1313
231507,1071
231508,695
231509,864
231510,65
231511,420
231512,324
231513,173
231514,219
231515,138
231516,923
231517,786
231518,333
231519,476
231520,155
231521,1012
231522,873
231523,418
231524,681
231525,598
231526,18
231527,14
231528,6
231529,7
231530,6
231531,37
231532,29
231533,15
231534,20
231535,6
231536,42
231537,34
231538,19
231539,25
231540,163
231541,1028
231542,887
231543,401
231544,646
231545,284
231546,1829
231547,1443
231548,915
231549,1045
231550,339
231551,2065
231552,1706
231553,1009
231554,1207
231555,90
231556,854
231557,654
231558,250
231559,398
231560,213
231561,1385
231562,1141
231563,662
231564,883
231565,243
231566,1592
231567,1288
231568,816
231569,975
231570,597
231571,716
231572,515
231573,235
231574,339
231575,214
231576,1187
231577,967
231578,538
231579,787
231580,227
231581,1338
231582,1089
231583,715
231584,879
231585,73
231586,676
231587,473
231588,218
231589,289
231590,174
231591,1157
231592,946
231593,505
231594,753
231595,203
231596,1317
231597,1066
231598,684
231599,855
231600,65
231601,414
231602,321
231603,175
231604,219
231605,139
231606,918
231607,773
231608,341
231609,470
231610,154
231611,1011
231612,873
231613,414
231614,657
231615,598
231616,18
231617,14
231618,6
231619,7
231620,6
231621,36
231622,27
231623,15
231624,19
231625,6
231626,41
231627,33
231628,18
231629,24
231630,162
231631,1029
231632,873
231633,399
231634,639
231635,276
231636,1843
231637,1456
231638,914
231639,1041
231640,325
231641,2058
231642,1718
231643,1000
231644,1198
231645,89
231646,858
231647,645
231648,245
231649,385
231650,211
231651,1395
231652,1137
231653,649
231654,874
231655,237
231656,1600
231657,1291
231658,809
231659,969
231660,597
231661,709
231662,505
231663,233
231664,330
231665,212
231666,1183
231667,956
231668,533
231669,772
231670,224
231671,1332
231672,1079
231673,705
231674,873
231675,73
231676,681
231677,462
231678,215
231679,287
231680,173
231681,1153
231682,937
231683,497
231684,745
231685,202
231686,1310
231687,1054
231688,669
231689,848
231690,65
231691,409
231692,315
231693,173
231694,218
231695,139
231696,906
231697,771
231698,341
231699,464
231700,154
231701,1004
231702,870
231703,408
231704,640
231705,598
231706,18
231707,13
231708,7
231709,7
231710,6
231711,36
231712,27
231713,15
231714,19
231715,6
231716,41
231717,33
231718,18
231719,23
231720,160
231721,1015
231722,867
231723,398
231724,624
231725,276
231726,1840
231727,1443
231728,914
231729,1033
231730,326
231731,2046
231732,1706
231733,999
231734,1183
231735,87
231736,860
231737,621
231738,244
231739,370
231740,209
231741,1380
231742,1131
231743,646
231744,874
231745,237
231746,1589
231747,1281
231748,814
231749,961
231750,597
231751,704
231752,504
231753,232
231754,330
231755,212
231756,1199
231757,972
231758,529
231759,776
231760,225
231761,1335
231762,1091
231763,703
231764,878
231765,73
231766,683
231767,456
231768,209
231769,284
231770,171
231771,1168
231772,944
231773,498
231774,754
231775,201
231776,1316
231777,1065
231778,676
231779,855
231780,65
231781,408
231782,312
231783,170
231784,213
231785,138
231786,901
231787,781
231788,334
231789,465
231790,152
231791,1002
231792,869
231793,405
231794,644
231795,597
231796,18
231797,13
231798,6
231799,7
231800,6
231801,36
231802,27
231803,15
231804,18
231805,6
231806,41
231807,34
231808,18
231809,23
231810,160
231811,1025
231812,880
231813,388
231814,609
231815,281
231816,1832
231817,1447
231818,915
231819,1039
231820,331
231821,2037
231822,1695
231823,1007
231824,1185
231825,89
231826,858
231827,633
231828,241
231829,354
231830,210
231831,1382
231832,1148
231833,645
231834,878
231835,237
231836,1589
231837,1287
231838,823
231839,974
231840,598
231841,764
231842,551
231843,237
231844,360
231845,220
231846,1250
231847,1020
231848,593
231849,821
231850,233
231851,1368
231852,1144
231853,765
231854,911
231855,74
231856,742
231857,512
231858,223
231859,310
231860,183
231861,1222
231862,991
231863,553
231864,795
231865,214
231866,1346
231867,1109
231868,749
231869,888
231870,65
231871,458
231872,331
231873,180
231874,220
231875,140
231876,927
231877,813
231878,360
231879,537
231880,158
231881,1033
231882,894
231883,485
231884,728
231885,597
231886,18
231887,13
231888,6
231889,8
231890,6
231891,37
231892,30
231893,15
231894,19
231895,6
231896,42
231897,35
231898,19
231899,24
231900,172
231901,1067
231902,926
231903,416
231904,669
231905,299
231906,1883
231907,1507
231908,950
231909,1073
231910,359
231911,2085
231912,1747
231913,1045
231914,1226
231915,93
231916,893
231917,693
231918,255
231919,394
231920,224
231921,1437
231922,1197
231923,702
231924,904
231925,247
231926,1637
231927,1318
231928,856
231929,1014
231930,598
231931,859
231932,635
231933,244
231934,401
231935,221
231936,1311
231937,1056
231938,676
231939,865
231940,236
231941,1468
231942,1231
231943,819
231944,943
231945,81
231946,830
231947,590
231948,230
231949,337
231950,193
231951,1290
231952,1023
231953,635
231954,841
231955,227
231956,1432
231957,1185
231958,794
231959,916
231960,67
231961,508
231962,359
231963,188
231964,233
231965,148
231966,990
231967,842
231968,400
231969,617
231970,175
231971,1118
231972,928
231973,546
231974,779
231975,596
231976,20
231977,16
231978,7
231979,9
231980,6
231981,41
231982,33
231983,18
231984,22
231985,6
231986,44
231987,38
231988,22
231989,27
231990,174
231991,1106
231992,935
231993,472
231994,722
231995,307
231996,2012
231997,1673
231998,977
231999,1145
232000,395
232001,2225
232002,1912
232003,1096
232004,1321
232005,102
232006,952
232007,779
232008,282
232009,434
232010,232
232011,1531
232012,1261
232013,777
232014,941
232015,262
232016,1770
232017,1398
232018,892
232019,1083
232020,599
232021,907
232022,742
232023,266
232024,460
232025,230
232026,1359
232027,1122
232028,764
232029,903
232030,244
232031,1562
232032,1299
232033,865
232034,985
232035,90
232036,874
232037,683
232038,245
232039,380
232040,207
232041,1340
232042,1095
232043,734
232044,870
232045,235
232046,1533
232047,1266
232048,843
232049,947
232050,68
232051,599
232052,399
232053,206
232054,245
232055,158
232056,1041
232057,887
232058,458
232059,707
232060,185
232061,1200
232062,972
232063,631
232064,829
232065,597
232066,24
232067,17
232068,7
232069,10
232070,6
232071,42
232072,35
232073,19
232074,25
232075,6
232076,45
232077,40
232078,24
232079,29
232080,189
232081,1176
232082,984
232083,546
232084,763
232085,331
232086,2096
232087,1769
232088,1033
232089,1218
232090,447
232091,2325
232092,1997
232093,1157
232094,1399
232095,107
232096,997
232097,839
232098,336
232099,478
232100,241
232101,1636
232102,1318
232103,834
232104,1001
232105,304
232106,1873
232107,1497
232108,951
232109,1142
232110,596
232111,707
232112,515
232113,235
232114,348
232115,215
232116,1182
232117,977
232118,536
232119,793
232120,229
232121,1330
232122,1090
232123,713
232124,880
232125,73
232126,676
232127,477
232128,216
232129,299
232130,172
232131,1155
232132,953
232133,510
232134,759
232135,204
232136,1311
232137,1068
232138,685
232139,861
232140,65
232141,414
232142,321
232143,172
232144,215
232145,138
232146,919
232147,782
232148,327
232149,470
232150,153
232151,1009
232152,868
232153,409
232154,671
232155,598
232156,18
232157,13
232158,6
232159,7
232160,6
232161,37
232162,29
232163,15
232164,19
232165,6
232166,41
232167,34
232168,19
232169,24
232170,162
232171,1025
232172,883
232173,395
232174,637
232175,281
232176,1825
232177,1437
232178,912
232179,1042
232180,334
232181,2062
232182,1701
232183,1007
232184,1202
232185,89
232186,849
232187,645
232188,247
232189,391
232190,211
232191,1379
232192,1136
232193,655
232194,881
232195,241
232196,1587
232197,1284
232198,813
232199,973
232200,597
232201,704
232202,507
232203,234
232204,332
232205,213
232206,1181
232207,963
232208,529
232209,780
232210,226
232211,1335
232212,1085
232213,704
232214,877
232215,73
232216,667
232217,466
232218,216
232219,283
232220,172
232221,1153
232222,942
232223,496
232224,747
232225,200
232226,1315
232227,1063
232228,675
232229,853
232230,65
232231,407
232232,317
232233,174
232234,215
232235,138
232236,913
232237,767
232238,337
232239,466
232240,152
232241,1008
232242,869
232243,407
232244,645
232245,598
232246,18
232247,14
232248,6
232249,7
232250,6
232251,36
232252,27
232253,15
232254,19
232255,6
232256,41
232257,33
232258,18
232259,23
232260,161
232261,1027
232262,869
232263,395
232264,630
232265,272
232266,1839
232267,1450
232268,912
232269,1038
232270,321
232271,2055
232272,1712
232273,998
232274,1192
232275,88
232276,853
232277,637
232278,243
232279,377
232280,208
232281,1389
232282,1132
232283,641
232284,871
232285,235
232286,1596
232287,1288
232288,805
232289,967
232290,597
232291,698
232292,499
232293,233
232294,324
232295,212
232296,1177
232297,951
232298,524
232299,767
232300,223
232301,1330
232302,1075
232303,692
232304,871
232305,72
232306,671
232307,454
232308,214
232309,280
232310,171
232311,1149
232312,933
232313,490
232314,741
232315,199
232316,1309
232317,1050
232318,658
232319,846
232320,65
232321,403
232322,311
232323,172
232324,215
232325,138
232326,902
232327,765
232328,338
232329,458
232330,153
232331,1002
232332,867
232333,402
232334,626
232335,598
232336,17
232337,13
232338,6
232339,7
232340,6
232341,36
232342,27
232343,15
232344,19
232345,6
232346,40
232347,33
232348,18
232349,23
232350,159
232351,1013
232352,863
232353,394
232354,616
232355,272
232356,1835
232357,1437
232358,911
232359,1030
232360,322
232361,2043
232362,1700
232363,997
232364,1178
232365,87
232366,855
232367,613
232368,242
232369,360
232370,206
232371,1374
232372,1126
232373,637
232374,870
232375,235
232376,1584
232377,1279
232378,810
232379,958
232380,597
232381,696
232382,496
232383,232
232384,324
232385,211
232386,1193
232387,967
232388,523
232389,770
232390,223
232391,1333
232392,1087
232393,692
232394,876
232395,73
232396,673
232397,447
232398,208
232399,275
232400,169
232401,1164
232402,941
232403,492
232404,750
232405,199
232406,1314
232407,1062
232408,666
232409,853
232410,65
232411,403
232412,306
232413,170
232414,210
232415,137
232416,897
232417,776
232418,331
232419,457
232420,151
232421,999
232422,866
232423,401
232424,632
232425,597
232426,18
232427,13
232428,6
232429,7
232430,6
232431,36
232432,27
232433,15
232434,18
232435,6
232436,41
232437,33
232438,18
232439,22
232440,159
232441,1022
232442,876
232443,385
232444,601
232445,278
232446,1827
232447,1441
232448,913
232449,1035
232450,327
232451,2034
232452,1689
232453,1005
232454,1179
232455,89
232456,851
232457,624
232458,240
232459,348
232460,207
232461,1377
232462,1143
232463,637
232464,875
232465,235
232466,1584
232467,1284
232468,818
232469,970
232470,598
232471,754
232472,545
232473,236
232474,355
232475,219
232476,1247
232477,1016
232478,585
232479,818
232480,233
232481,1365
232482,1140
232483,758
232484,909
232485,74
232486,734
232487,504
232488,222
232489,304
232490,181
232491,1218
232492,988
232493,547
232494,791
232495,212
232496,1344
232497,1105
232498,741
232499,886
232500,65
232501,453
232502,328
232503,178
232504,217
232505,139
232506,923
232507,808
232508,358
232509,528
232510,156
232511,1029
232512,889
232513,475
232514,719
232515,597
232516,18
232517,13
232518,6
232519,7
232520,6
232521,37
232522,30
232523,15
232524,19
232525,6
232526,42
232527,35
232528,19
232529,24
232530,170
232531,1064
232532,924
232533,411
232534,662
232535,297
232536,1878
232537,1500
232538,947
232539,1069
232540,356
232541,2083
232542,1742
232543,1043
232544,1221
232545,93
232546,888
232547,683
232548,253
232549,390
232550,223
232551,1433
232552,1194
232553,695
232554,902
232555,245
232556,1632
232557,1315
232558,852
232559,1012
232560,598
232561,853
232562,624
232563,242
232564,394
232565,220
232566,1309
232567,1051
232568,668
232569,863
232570,235
232571,1464
232572,1225
232573,814
232574,941
232575,81
232576,826
232577,579
232578,228
232579,332
232580,191
232581,1288
232582,1019
232583,628
232584,840
232585,224
232586,1429
232587,1180
232588,790
232589,914
232590,67
232591,501
232592,355
232593,185
232594,232
232595,147
232596,986
232597,839
232598,395
232599,609
232600,172
232601,1114
232602,925
232603,541
232604,776
232605,596
232606,20
232607,16
232608,7
232609,9
232610,6
232611,41
232612,33
232613,18
232614,22
232615,6
232616,44
232617,38
232618,21
232619,26
232620,172
232621,1102
232622,933
232623,465
232624,719
232625,304
232626,2009
232627,1667
232628,974
232629,1139
232630,388
232631,2222
232632,1907
232633,1094
232634,1316
232635,101
232636,950
232637,774
232638,274
232639,427
232640,230
232641,1526
232642,1259
232643,773
232644,939
232645,258
232646,1766
232647,1393
232648,889
232649,1078
232650,599
232651,904
232652,733
232653,264
232654,452
232655,228
232656,1357
232657,1118
232658,758
232659,901
232660,242
232661,1558
232662,1296
232663,861
232664,983
232665,89
232666,872
232667,671
232668,243
232669,375
232670,205
232671,1339
232672,1092
232673,727
232674,868
232675,234
232676,1529
232677,1264
232678,842
232679,946
232680,68
232681,592
232682,392
232683,204
232684,242
232685,156
232686,1037
232687,884
232688,450
232689,698
232690,183
232691,1197
232692,969
232693,623
232694,828
232695,597
232696,24
232697,17
232698,7
232699,9
232700,6
232701,42
232702,35
232703,19
232704,24
232705,6
232706,45
232707,40
232708,24
232709,29
232710,187
232711,1171
232712,981
232713,542
232714,764
232715,327
232716,2093
232717,1763
232718,1031
232719,1213
232720,443
232721,2323
232722,1993
232723,1154
232724,1393
232725,107
232726,995
232727,836
232728,329
232729,473
232730,240
232731,1632
232732,1315
232733,831
232734,999
232735,297
232736,1870
232737,1492
232738,949
232739,1138
232740,596
232741,698
232742,506
232743,235
232744,340
232745,214
232746,1176
232747,973
232748,528
232749,786
232750,228
232751,1328
232752,1086
232753,705
232754,877
232755,73
232756,666
232757,470
232758,215
232759,292
232760,170
232761,1151
232762,949
232763,500
232764,754
232765,201
232766,1309
232767,1065
232768,676
232769,859
232770,65
232771,409
232772,317
232773,171
232774,211
232775,137
232776,915
232777,778
232778,321
232779,463
232780,152
232781,1005
232782,864
232783,403
232784,659
232785,598
232786,18
232787,13
232788,6
232789,7
232790,6
232791,36
232792,28
232793,15
232794,19
232795,6
232796,41
232797,34
232798,19
232799,24
232800,162
232801,1023
232802,879
232803,391
232804,628
