id,loss
250338,5.7984476
250339,7.119151
250340,7.9749823
250341,6.9115915
250342,7.709816
250343,5.818136
250344,5.704666
250345,5.898288
250346,7.4598074
250347,5.8102913
250348,5.7845545
250349,7.8934984
250350,6.5323772
250351,7.4881907
250352,6.565882
250353,6.486327
250354,5.9310102
250355,6.66988
250356,6.182598
250357,7.530769
250358,5.7286177
250359,6.314873
250360,6.6269846
250361,6.4802732
250362,6.347332
250363,6.6254888
250364,5.9272265
250365,6.103241
250366,8.311308
250367,5.4891815
250368,6.9649076
250369,5.951684
250370,4.961895
250371,8.527142
250372,9.165673
250373,6.3115206
250374,6.389305
250375,6.4038
250376,6.4824185
250377,5.8520584
250378,6.662016
250379,6.379587
250380,7.9322286
250381,7.848152
250382,7.747941
250383,5.4582634
250384,6.7806287
250385,5.812249
250386,7.755398
250387,7.907318
250388,5.0929728
250389,6.338068
250390,5.809225
250391,6.157652
250392,6.297449
250393,7.1558065
250394,7.7901235
250395,7.267947
250396,7.3284307
250397,6.7102575
250398,5.505965
250399,6.734585
250400,7.128831
250401,6.085676
250402,5.339554
250403,7.769581
250404,7.1608343
250405,5.870742
250406,6.5019655
250407,7.2786245
250408,6.1317105
250409,5.612195
250410,6.8498535
250411,6.5538445
250412,6.174839
250413,5.935361
250414,5.997839
250415,7.486277
250416,6.2244096
250417,7.586334
250418,7.1497717
250419,5.9979744
250420,7.270685
250421,6.217495
250422,5.527648
250423,7.6371613
250424,6.5989213
250425,7.0161157
250426,6.690073
250427,5.1722555
250428,6.86691
250429,7.006566
250430,6.470977
250431,6.0511875
250432,6.072136
250433,7.4572973
250434,6.219535
250435,5.822932
250436,7.0014057
250437,6.49675
250438,7.017648
250439,6.3247805
250440,5.882987
250441,8.269528
250442,6.450009
250443,7.7111516
250444,5.9549503
250445,7.264436
250446,6.882257
250447,6.929426
250448,7.2346144
250449,6.654149
250450,7.6734257
250451,4.8670263
250452,6.9285917
250453,7.7605553
250454,7.4489527
250455,6.1496286
250456,6.586803
250457,6.5820937
250458,6.8230796
250459,5.679567
250460,5.7818365
250461,6.2495804
250462,8.835007
250463,7.8370237
250464,7.103366
250465,6.810937
250466,6.735593
250467,6.8999424
250468,8.624687
250469,5.5689974
250470,7.183334
250471,6.327104
250472,7.4169455
250473,7.6029696
250474,5.932151
250475,7.374113
250476,5.999841
250477,5.6548595
250478,5.394868
250479,7.7414317
250480,6.896604
250481,6.5385566
250482,7.4193497
250483,7.3009963
250484,6.5653234
250485,6.9039574
250486,7.8884
250487,7.197157
250488,7.1171255
250489,8.174607
250490,7.019095
250491,7.4200964
250492,6.308405
250493,5.7846813
250494,6.4646864
250495,6.0352163
250496,6.3888946
250497,5.6618643
250498,6.34389
250499,7.807112
250500,5.391573
250501,6.5552664
250502,7.155553
250503,6.737908
250504,5.9677315
250505,7.1768875
250506,6.3745546
250507,6.8431315
250508,5.5735435
250509,6.0611067
250510,5.706366
250511,5.729248
250512,8.001777
250513,5.3063726
250514,7.069097
250515,6.6585846
250516,5.669298
250517,6.663077
250518,7.1742673
250519,7.758858
250520,6.26725
250521,6.7095327
250522,5.6859093
250523,5.43316
250524,5.3115053
250525,6.2750697
250526,6.114383
250527,6.704453
250528,7.76432
250529,7.891673
250530,6.8093185
250531,7.269556
250532,7.061863
250533,7.3480506
250534,7.5939684
250535,6.2591896
250536,5.654451
250537,8.578075
250538,6.2852325
250539,5.627826
250540,6.90496
250541,5.072727
250542,8.627022
250543,5.6499243
250544,8.183877
250545,6.589157
250546,6.144381
250547,6.437762
250548,7.035548
250549,7.5896235
250550,7.203396
250551,7.1302223
250552,7.290485
250553,8.31278
250554,6.1231174
250555,5.4631586
250556,6.763996
250557,6.2793207
250558,6.9752283
250559,5.024379
250560,5.4793377
250561,8.701958
250562,7.1964545
250563,6.0860543
250564,7.757681
250565,7.2198243
250566,6.256174
250567,5.9986935
250568,5.7464223
250569,6.33066
250570,7.130495
250571,5.1501045
250572,7.0298367
250573,8.194276
250574,7.2704034
250575,7.429945
250576,7.2634172
250577,6.5161605
250578,5.881236
250579,6.757572
250580,6.315559
250581,7.5013294
250582,6.365991
250583,6.565297
250584,5.510787
250585,6.455567
250586,6.9976664
250587,6.3455257
250588,6.426292
250589,5.76168
250590,6.222765
250591,5.9940968
250592,7.0386276
250593,5.912695
250594,6.8120565
250595,8.252702
250596,7.811801
250597,5.1805305
250598,6.8922696
250599,5.1131124
250600,8.331989
250601,5.8380737
250602,6.9113097
250603,6.9189286
250604,5.88396
250605,8.681142
250606,6.9716215
250607,6.029018
250608,6.521209
250609,5.9415345
250610,7.681321
250611,8.051465
250612,6.622637
250613,5.164607
250614,6.1193285
250615,5.988407
250616,6.439595
250617,9.619137
250618,4.7370176
250619,5.6342125
250620,7.3704424
250621,7.742429
250622,8.059382
250623,6.0602713
250624,6.7957144
250625,6.818742
250626,6.795951
250627,7.0942435
250628,5.7724457
250629,5.3085184
250630,7.683093
250631,6.141136
250632,6.2740903
250633,7.425548
250634,6.399535
250635,6.53893
250636,5.7303944
250637,6.761954
250638,7.264337
250639,6.193596
250640,5.8401084
250641,5.6306496
250642,6.952977
250643,6.5490184
250644,4.942467
250645,7.447254
250646,6.8176465
250647,5.6444592
250648,6.088421
250649,6.4642363
250650,5.3469095
250651,5.3453884
250652,6.1091075
250653,5.465252
250654,7.2910624
250655,5.372858
250656,6.41066
250657,6.0654964
250658,7.5846305
250659,7.6544166
250660,7.3370333
250661,5.9798613
250662,6.7193766
250663,6.367814
250664,6.626298
250665,5.582214
250666,6.7859106
250667,5.875119
250668,5.7574368
250669,7.829492
250670,4.6744223
250671,6.1890936
250672,6.018553
250673,7.352113
250674,6.671652
250675,7.412591
250676,7.76783
250677,6.799412
250678,6.8243494
250679,6.8946733
250680,5.495137
250681,6.9287257
250682,7.300044
250683,5.8702135
250684,6.2065334
250685,5.489162
250686,5.3996687
250687,6.154049
250688,7.0443015
250689,6.5314503
250690,7.6347675
250691,6.5241237
250692,7.741646
250693,6.1485305
250694,8.288489
250695,7.260589
250696,7.7323
250697,6.264125
250698,5.656437
250699,6.6867223
250700,7.5505676
250701,6.6774683
250702,6.033826
250703,6.0035305
250704,5.8702064
250705,8.455175
250706,8.182746
250707,6.773617
250708,6.5960145
250709,6.3030524
250710,6.8715725
250711,7.8780327
250712,6.6708565
250713,6.1099257
250714,7.603628
250715,6.3538256
250716,6.5766597
250717,6.7044754
250718,6.7597885
250719,7.085303
250720,7.326453
250721,5.4098377
250722,5.696869
250723,6.519136
250724,6.323231
250725,6.798779
250726,6.729062
250727,5.998683
250728,6.996297
250729,6.699201
250730,7.283612
250731,7.3743343
250732,7.5888667
250733,5.9709864
250734,6.0572925
250735,6.4088326
250736,5.696419
250737,5.411369
250738,6.35686
250739,7.012603
250740,6.0180826
250741,5.8491344
250742,7.025198
250743,6.4902935
250744,8.214656
250745,6.428673
250746,7.0199356
250747,6.3840113
250748,5.4574327
250749,8.599151
250750,6.774239
250751,5.622502
250752,7.998907
250753,7.0041447
250754,6.9136972
250755,7.8871374
250756,7.0053368
250757,6.7231708
250758,6.372265
250759,6.623125
250760,8.062653
250761,7.634
250762,5.926099
250763,8.131155
250764,4.8221297
250765,6.005442
250766,5.8849072
250767,6.611593
250768,5.6159954
250769,6.8548956
250770,8.246367
250771,5.3696527
250772,7.5397463
250773,7.3104777
250774,7.4171762
250775,5.8044715
250776,5.858363
250777,6.8225107
250778,5.3218327
250779,6.6164093
250780,6.612095
250781,5.142374
250782,6.0365357
250783,5.6728096
250784,7.0401564
250785,7.001171
250786,6.53921
250787,5.947299
250788,5.8458595
250789,7.1300483
250790,5.5011935
250791,5.310013
250792,5.333606
250793,7.189122
250794,6.1916456
250795,7.846488
250796,7.040562
250797,7.0035377
250798,5.4768124
250799,6.3380003
250800,5.678002
250801,8.005526
250802,5.7700434
250803,7.7763824
250804,6.9771566
250805,7.9386263
250806,7.04126
250807,5.202343
250808,6.7989926
250809,6.637755
250810,8.011039
250811,7.763886
250812,5.225647
250813,6.874644
250814,6.972102
250815,8.297598
250816,6.4910192
250817,6.7083163
250818,7.670726
250819,7.4099965
250820,7.1866703
250821,6.8375297
250822,7.188306
250823,7.1444044
250824,5.020505
250825,5.9826703
250826,7.7591267
250827,5.111396
250828,8.278722
250829,5.13701
250830,6.508986
250831,7.395493
250832,7.7857428
250833,5.297219
250834,5.363549
250835,8.297588
250836,8.505748
250837,6.169902
250838,5.987262
250839,6.259516
250840,7.425517
250841,6.212702
250842,8.057043
250843,6.46922
250844,6.421177
250845,6.7008324
250846,6.1673613
250847,5.8466864
250848,6.293006
250849,6.7441945
250850,6.1194577
250851,7.21894
250852,6.2094545
250853,5.4302716
250854,7.521475
250855,5.6557236
250856,5.614006
250857,6.7370768
250858,8.239311
250859,6.2529564
250860,8.064516
250861,5.95968
250862,7.3636937
250863,6.869485
250864,5.2816296
250865,7.641513
250866,5.1014395
250867,7.463279
250868,7.075258
250869,6.0819483
250870,6.2819986
250871,6.1466823
250872,6.841156
250873,8.075944
250874,5.8587575
250875,7.0670757
250876,6.669797
250877,7.2558026
250878,5.644013
250879,6.144619
250880,6.389595
250881,6.468779
250882,6.0829306
250883,6.3695455
250884,6.6696787
250885,6.210079
250886,5.3926163
250887,6.288203
250888,6.410613
250889,5.461048
250890,6.9356127
250891,7.933242
250892,5.930752
250893,5.7424884
250894,7.433181
250895,6.16955
250896,5.6433983
250897,7.7243004
250898,8.639471
250899,6.469334
250900,7.3692126
250901,6.884472
250902,5.9148865
250903,8.1568985
250904,6.5499487
250905,8.194197
250906,6.753086
250907,7.734217
250908,7.094621
250909,5.7704372
250910,6.1201353
250911,7.944188
250912,5.8398314
250913,7.1802454
250914,6.105213
250915,5.45695
250916,6.6408825
250917,7.1591024
250918,7.2810507
250919,5.507824
250920,8.421563
250921,6.660562
250922,6.631629
250923,6.487945
250924,5.5921803
250925,6.433585
250926,6.566058
250927,5.5643883
250928,5.7270727
250929,6.2620897
250930,7.578836
250931,6.329995
250932,5.9459953
250933,6.2788677
250934,6.6122756
250935,6.37895
250936,6.3791647
250937,7.4993467
250938,6.2050147
250939,4.2984834
250940,5.214429
250941,7.3819766
250942,6.4487143
250943,5.531252
250944,7.9907074
250945,8.161099
250946,6.1387844
250947,5.8690395
250948,5.7561474
250949,6.395995
250950,7.4199867
250951,6.2169704
250952,6.258293
250953,7.4622955
250954,5.387242
250955,5.8393564
250956,7.104214
250957,6.3349586
250958,7.7884474
250959,6.3550615
250960,5.331465
250961,6.423317
250962,6.1055374
250963,5.1506743
250964,5.4374657
250965,7.26497
250966,7.056588
250967,5.3571906
250968,5.867874
250969,6.29165
250970,6.208187
250971,6.2423477
250972,6.075673
250973,6.056386
250974,8.7058525
250975,7.902091
250976,5.8762245
250977,9.541664
250978,6.985238
250979,6.80957
250980,6.478956
250981,6.4819193
250982,5.6431766
250983,7.6010714
250984,6.36261
250985,7.0791674
250986,6.6436157
250987,8.565447
250988,5.7892413
250989,4.9785295
250990,5.650587
250991,6.2267756
250992,5.990548
250993,7.101427
250994,6.1383057
250995,5.9068327
250996,7.206603
250997,5.6745005
250998,5.550111
250999,5.3454967
251000,6.8298225
251001,5.7631755
251002,6.493545
251003,5.904826
251004,6.7458296
251005,6.365844
251006,7.1261396
251007,8.507081
251008,6.5864563
251009,8.769097
251010,5.9536033
251011,5.919859
251012,8.4622
251013,6.998784
251014,7.072025
251015,6.695291
251016,6.621231
251017,7.733774
251018,8.1463
251019,6.407449
251020,7.149666
251021,6.026301
251022,6.6980543
251023,6.5075836
251024,5.9172783
251025,5.6302767
251026,7.6974487
251027,5.869124
251028,7.006955
251029,6.8446074
251030,7.5491724
251031,5.474078
251032,5.396141
251033,6.5607862
251034,7.4449596
251035,7.8277087
251036,5.697689
251037,6.938921
251038,6.9335012
251039,7.1788135
251040,7.379547
251041,7.0320063
251042,6.274034
251043,5.6534886
251044,6.7612286
251045,7.7312717
251046,7.76385
251047,5.78512
251048,5.9103055
251049,5.942065
251050,7.405657
251051,6.5477095
251052,6.9442954
251053,5.511587
251054,6.104148
251055,5.4168324
251056,7.439782
251057,6.824732
251058,6.039717
251059,6.693444
251060,6.581913
251061,8.01058
251062,5.430064
251063,6.9180927
251064,7.107914
251065,6.04004
251066,6.1734333
251067,6.4157743
251068,6.912043
251069,5.3959045
251070,6.3714514
251071,8.207237
251072,7.0467362
251073,6.239832
251074,7.153131
251075,6.795316
251076,6.4347944
251077,6.783593
251078,6.7218757
251079,6.654971
251080,6.3622637
251081,6.0504317
251082,6.893197
251083,5.869425
251084,7.186326
251085,6.872318
251086,6.9970565
251087,6.824505
251088,6.782053
251089,7.3036466
251090,6.0440874
251091,6.0065107
251092,6.446158
251093,7.3477774
251094,7.2131658
251095,6.7704444
251096,5.5166407
251097,6.121036
251098,5.621327
251099,5.179484
251100,5.902121
251101,7.4241896
251102,5.8362126
251103,7.2372994
251104,6.6346216
251105,6.4180527
251106,6.0163035
251107,7.02835
251108,7.910253
251109,6.943262
251110,5.5214963
251111,7.3375287
251112,7.5647078
251113,6.5985255
251114,6.612611
251115,7.196529
251116,6.153354
251117,7.042109
251118,6.6935115
251119,6.766431
251120,6.2062445
251121,7.64513
251122,7.380953
251123,6.1546946
251124,5.400044
251125,7.504958
251126,6.896368
251127,6.1409163
251128,5.8307095
251129,7.7506523
251130,5.6132717
251131,4.927467
251132,6.809143
251133,7.6840606
251134,7.585634
251135,6.874522
251136,6.5947456
251137,8.666183
251138,6.6708555
251139,5.565565
251140,6.375806
251141,5.693198
251142,6.0909395
251143,6.9362316
251144,7.271683
251145,5.843243
251146,9.056887
251147,6.099704
251148,6.356138
251149,6.0126877
251150,7.7645807
251151,8.455334
251152,6.4019027
251153,6.9834485
251154,6.2827644
251155,7.244258
251156,6.977453
251157,5.4585247
251158,5.7865214
251159,6.3159494
251160,7.5123105
251161,6.992612
251162,6.4573917
251163,6.85124
251164,5.4670095
251165,7.834115
251166,7.0513473
251167,6.3374696
251168,7.25763
251169,6.9427752
251170,5.6142235
251171,7.302558
251172,5.639854
251173,7.4440413
251174,7.6871977
251175,6.626956
251176,5.208773
251177,6.9163413
251178,8.36691
251179,6.565163
251180,6.4499335
251181,7.3363376
251182,6.4620304
251183,8.528618
251184,7.062101
251185,7.509412
251186,6.7752614
251187,6.7619095
251188,7.925763
251189,5.228563
251190,6.9912987
251191,7.9604816
251192,5.1181526
251193,7.62152
251194,5.2001615
251195,7.0558195
251196,6.7985578
251197,5.1533375
251198,6.5393095
251199,7.847463
251200,6.2456913
251201,6.6700478
251202,7.583351
251203,5.374878
251204,7.5555534
251205,6.974702
251206,6.9881477
251207,6.8671265
251208,6.806864
251209,6.937639
251210,7.3824644
251211,6.313548
251212,6.5802593
251213,6.187659
251214,7.122905
251215,8.11188
251216,5.3021
251217,7.2184353
251218,5.4873524
251219,5.3870087
251220,6.8777156
251221,6.0043573
251222,6.924025
251223,6.426989
251224,6.420857
251225,6.5537744
251226,6.1523433
251227,6.818992
251228,7.1074886
251229,7.1151323
251230,6.2796054
251231,7.3653946
251232,6.0364895
251233,5.8280153
251234,5.7469883
251235,6.1889877
251236,6.7752523
251237,5.8270836
251238,5.951689
251239,6.0562315
251240,5.5696993
251241,7.7795615
251242,5.0185785
251243,6.050035
251244,5.7908006
251245,6.8057475
251246,5.804087
251247,7.447814
251248,6.340337
251249,5.7546825
251250,6.0061603
251251,6.351839
251252,6.259609
251253,5.9433756
251254,6.408204
251255,7.0745306
251256,6.79639
251257,8.226389
251258,7.0533214
251259,7.7404184
251260,6.460942
251261,6.7698536
251262,7.3969975
251263,6.3778944
251264,6.1118097
251265,7.558445
251266,6.354229
251267,6.4895277
251268,5.2058406
251269,6.791711
251270,7.532845
251271,7.0062456
251272,6.41216
251273,7.6124773
251274,6.143539
251275,6.0415764
251276,5.6265383
251277,6.5483694
251278,7.2554436
251279,6.9833417
251280,5.5913153
251281,5.54589
251282,4.833343
251283,7.334603
251284,5.263679
251285,6.44786
251286,6.601478
251287,6.007269
251288,5.0912323
251289,7.6437125
251290,7.202718
251291,7.371977
251292,6.544285
251293,5.7301054
251294,6.3126364
251295,7.011202
251296,8.137115
251297,6.1625547
251298,7.167936
251299,4.85585
251300,6.7118354
251301,8.06931
251302,7.4446163
251303,6.1076136
251304,5.764862
251305,6.130794
251306,6.1313715
251307,5.9658184
251308,7.758984
251309,8.166966
251310,6.4479485
251311,5.4575677
251312,7.996399
251313,7.1933794
251314,7.655655
251315,6.4716287
251316,6.941075
251317,6.392685
251318,4.9912558
251319,5.9072647
251320,6.311778
251321,6.022461
251322,7.1061935
251323,6.898913
251324,5.7963657
251325,6.053196
251326,8.356535
251327,6.3959417
251328,5.195426
251329,6.842616
251330,6.1421
251331,6.775586
251332,5.830887
251333,7.949105
251334,5.814907
251335,6.84103
251336,8.522017
251337,6.5461845
251338,6.3488603
251339,7.818446
251340,8.354952
251341,7.4323287
251342,7.0118413
251343,6.287675
251344,8.579291
251345,6.91413
251346,5.8761873
251347,5.7229166
251348,5.466819
251349,6.4018707
251350,7.8934946
251351,7.332712
251352,7.1224174
251353,6.889872
251354,7.0482244
251355,5.60618
251356,6.489221
251357,5.4523153
251358,6.5965004
251359,6.6547537
251360,8.01712
251361,7.1861043
251362,6.9232774
251363,6.2201185
251364,5.642754
251365,6.815878
251366,6.7213826
251367,6.8781304
251368,5.2751694
251369,6.1528296
251370,6.243681
251371,8.043274
251372,7.056539
251373,7.5658817
251374,5.798469
251375,8.108043
251376,6.169113
251377,6.142926
251378,6.0847464
251379,5.6406074
251380,7.0605927
251381,7.0772333
251382,6.661982
251383,8.984136
251384,5.568082
251385,7.992771
251386,7.0080795
251387,6.7707744
251388,6.4020543
251389,6.516941
251390,8.942429
251391,7.932646
251392,6.498515
251393,5.9466133
251394,6.2269554
251395,6.657252
251396,6.6076975
251397,7.044091
251398,6.5753303
251399,6.6748676
251400,7.613779
251401,5.926675
251402,6.8736157
251403,5.9909573
251404,6.192658
251405,6.5654807
251406,5.958041
251407,6.0043592
251408,7.0040603
251409,6.4085197
251410,6.1797204
251411,6.3060894
251412,7.9988947
251413,7.0163527
251414,5.783123
251415,7.1590204
251416,7.4210944
251417,5.301649
251418,6.8709855
251419,9.106684
251420,6.0136395
251421,7.6882057
251422,6.733735
251423,6.439951
251424,7.0365458
251425,7.553288
251426,5.6849403
251427,6.553857
251428,6.3583803
251429,5.8658514
251430,5.6007557
251431,6.936979
251432,7.003963
251433,5.572611
251434,7.7006574
251435,7.624833
251436,6.0983877
251437,5.881056
251438,8.319635
251439,6.3003016
251440,7.132078
251441,5.2060523
251442,7.6495028
251443,5.3348722
251444,7.153409
251445,7.9071083
251446,5.828598
251447,6.5181484
251448,6.2119226
251449,6.5029063
251450,7.516903
251451,6.3105984
251452,6.4717493
251453,7.1440196
251454,8.108667
251455,6.5091057
251456,5.5655136
251457,5.5702868
251458,7.2031107
251459,5.8302746
251460,5.6970906
251461,9.078674
251462,7.8354955
251463,6.539814
251464,6.526341
251465,5.296569
251466,7.038421
251467,6.5047226
251468,6.5030823
251469,5.5553226
251470,7.695845
251471,6.1988726
251472,6.7585993
251473,7.3226047
251474,5.8621798
251475,7.838813
251476,5.729334
251477,5.9955072
251478,5.2581034
251479,7.156004
251480,7.774415
251481,5.1155186
251482,5.6900663
251483,8.433286
251484,5.9718895
251485,7.0746384
251486,5.7205224
251487,6.160922
251488,5.063759
251489,6.484561
251490,7.9556165
251491,7.1497164
251492,5.8631363
251493,6.6367946
251494,5.884597
251495,5.377009
251496,5.6025667
251497,6.4744415
251498,7.744783
251499,5.656818
251500,6.345907
251501,6.722426
251502,5.721178
251503,6.0834055
251504,5.330813
251505,6.2778664
251506,6.6257067
251507,7.09546
251508,8.006607
251509,6.0059857
251510,7.675551
251511,5.435052
251512,6.048312
251513,6.4349027
251514,5.4510846
251515,6.2254305
251516,6.747345
251517,6.594222
251518,6.816325
251519,5.9623966
251520,6.2107077
251521,6.5873623
251522,6.1251497
251523,6.8070035
251524,6.577656
251525,7.9054785
251526,6.9916925
251527,6.6511636
251528,6.105424
251529,7.5771017
251530,7.886038
251531,6.8266935
251532,7.2242393
251533,7.4039636
251534,6.721034
251535,7.9606447
251536,5.371015
251537,5.6633396
251538,5.9365377
251539,7.7839375
251540,7.3623943
251541,7.338398
251542,6.028311
251543,6.6178846
251544,6.003372
251545,9.265635
251546,7.2623997
251547,6.119229
251548,7.206835
251549,7.199252
251550,5.7565084
251551,6.1734123
251552,6.760421
251553,7.5582404
251554,6.6241055
251555,7.3884816
251556,6.853837
251557,6.252057
251558,5.3316708
251559,6.9278765
251560,6.916501
251561,4.7009287
251562,6.7073503
251563,5.581557
251564,5.9546437
251565,7.0471134
251566,7.066384
251567,7.705444
251568,7.205817
251569,6.85602
251570,7.1273108
251571,6.4654484
251572,6.6509485
251573,7.7350607
251574,7.5443482
251575,6.1711197
251576,6.4796195
251577,6.827528
251578,5.99262
251579,6.931699
251580,8.573561
251581,6.3821597
251582,7.1658125
251583,5.575349
251584,5.5427647
251585,6.565181
251586,7.528499
251587,6.5024815
251588,7.9567804
251589,6.882928
251590,7.693242
251591,4.947013
251592,6.47816
251593,6.75457
251594,6.9157715
251595,6.855242
251596,6.076423
251597,6.400314
251598,7.2241583
251599,6.9427114
251600,6.137352
251601,6.494085
251602,7.3686924
251603,5.990515
251604,7.4707355
251605,6.3436394
251606,7.3440228
251607,7.421304
251608,5.3950605
251609,6.283041
251610,7.4842
251611,6.8208094
251612,7.056944
251613,7.8122683
251614,6.015321
251615,5.9544764
251616,6.0210533
251617,5.497774
251618,6.3280096
251619,7.690044
251620,8.023276
251621,5.5833554
251622,5.8743258
251623,8.231586
251624,7.096141
251625,6.5589795
251626,7.89491
251627,7.038083
251628,7.648223
251629,9.34095
251630,6.591249
251631,6.026638
251632,6.112505
251633,7.0944977
251634,7.8518186
251635,7.08545
251636,6.9229336
251637,6.549497
251638,8.023243
251639,6.266224
251640,6.504274
251641,5.302112
251642,6.1860104
251643,7.4913383
251644,5.8784075
